month,city_name,TYPE,Outside Service Area,App Crash,No Open Stores in Feed,No_Search_Match,High Surge Selection,Add to Cart Failure,Item Config Failure,View Cart Failure,Order Cart Failure,Courier Cancel Failure,No Courier Found,Eater Cancel,Restaurant Cancel,No Restaurant Accept,Support Cancel,Missing Item,Wrong Order,Food Quality Failure,Never Received Order,Long ATD Failure,Down Courier Rating,No Failure,week_two,city_name,unique_total_sessions
2021-10-01 00:00:00.000,Baltimore-Maryland,CITY,771,2696,2552,2704,31964,1032,1130,2950,24306,1173,86,5035,1321,3750,5214,3862,540,642,528,13226,1105,301485,2021-10-01 00:00:00.000,Baltimore-Maryland,389556
2021-01-01 00:00:00.000,New Hampshire,CITY,140,106,7622,198,31,550,44,171,807,11,97,474,49,133,77,517,43,52,100,1215,175,7273,2021-01-01 00:00:00.000,New Hampshire,17098
2021-11-01 00:00:00.000,Roanoke,CITY,127,141,178,268,31,71,112,826,1662,94,21,474,51,556,297,253,24,47,33,558,54,26131,2021-11-01 00:00:00.000,Roanoke,30386
2021-03-01 00:00:00.000,Greater Williamsport,CITY,78,29,1102,35,33,61,7,43,233,4,25,120,3,53,15,83,5,11,25,331,32,1994,2021-03-01 00:00:00.000,Greater Williamsport,3781
2021-07-01 00:00:00.000,Western MA,CITY,65,84,946,131,42,61,23,131,1051,43,39,355,45,231,199,577,54,66,89,1123,121,10044,2021-07-01 00:00:00.000,Western MA,14484
2021-05-01 00:00:00.000,Eastern WV,CITY,67,76,156,76,30,20,21,68,360,4,58,151,10,102,82,112,9,18,16,457,36,4181,2021-05-01 00:00:00.000,Eastern WV,5797
2021-02-01 00:00:00.000,New Jersey,CITY,680,8697,15164,10623,228915,21953,3430,10394,59361,2928,2031,16260,7209,8326,5326,37492,4495,4724,7607,122471,11497,710876,2021-02-01 00:00:00.000,New Jersey,1187004
2021-06-01 00:00:00.000,Erie,CITY,63,43,452,88,10,29,16,97,443,19,55,185,21,128,62,208,13,49,37,474,60,5388,2021-06-01 00:00:00.000,Erie,7525
2021-08-01 00:00:00.000,State College,CITY,8,91,1628,147,51,172,30,54,601,18,7,222,54,134,143,130,22,18,66,709,99,5776,2021-08-01 00:00:00.000,State College,9443
2021-06-01 00:00:00.000,Pittsburgh,CITY,134,1301,9851,1318,4671,1375,441,1234,9171,382,174,3031,713,2131,1882,5465,594,885,790,30404,1344,106349,2021-06-01 00:00:00.000,Pittsburgh,169989
2021-08-01 00:00:00.000,Greater Maine,CITY,113,30,444,108,14,15,16,42,311,9,17,85,9,64,30,85,8,14,21,212,26,3234,2021-08-01 00:00:00.000,Greater Maine,4608
2021-12-01 00:00:00.000,Richmond,CITY,133,600,397,794,1862,270,554,546,7057,374,32,1906,500,1430,1697,3836,453,483,641,11427,761,110910,2021-12-01 00:00:00.000,Richmond,140964
2021-03-01 00:00:00.000,Lehigh Valley,CITY,55,461,4839,466,332,1064,337,546,3096,126,227,1384,119,556,355,1659,168,180,343,6081,552,29689,2021-03-01 00:00:00.000,Lehigh Valley,47784
2021-06-01 00:00:00.000,"Reading, PA",CITY,51,88,297,107,28,53,89,117,777,31,41,155,13,119,123,426,44,44,71,795,136,8844,2021-06-01 00:00:00.000,"Reading, PA",11833
2021-12-01 00:00:00.000,New Hampshire,CITY,140,135,472,305,186,116,109,192,1805,92,18,539,99,441,369,732,84,97,124,1900,193,25146,2021-12-01 00:00:00.000,New Hampshire,31966
2021-02-01 00:00:00.000,New Hampshire,CITY,150,134,2692,307,97,302,30,148,1145,35,230,841,57,130,110,540,55,53,155,1835,172,12043,2021-02-01 00:00:00.000,New Hampshire,19333
2021-03-01 00:00:00.000,Washington D.C.,CITY,612,13525,26731,11486,34575,15501,4958,12376,76357,3251,386,20383,5000,10642,6416,40683,4946,5625,7883,230795,13437,1364919,2021-03-01 00:00:00.000,Washington D.C.,1824936
2021-06-01 00:00:00.000,Western MA,CITY,47,107,1052,96,53,112,34,153,973,40,64,318,34,180,152,560,47,97,73,1220,146,8762,2021-06-01 00:00:00.000,Western MA,13215
2021-08-01 00:00:00.000,Roanoke,CITY,169,153,545,307,56,49,108,210,1517,56,39,392,41,368,170,621,61,98,132,1647,213,21481,2021-08-01 00:00:00.000,Roanoke,27428
2021-03-01 00:00:00.000,Rhode Island,CITY,41,662,2507,767,1640,1315,116,461,3611,121,106,1034,212,507,253,1882,202,223,379,4788,724,47166,2021-03-01 00:00:00.000,Rhode Island,64860
2021-11-01 00:00:00.000,"Reading, PA",CITY,52,60,94,93,4,23,41,262,786,49,4,158,33,189,136,106,4,9,15,188,26,9205,2021-11-01 00:00:00.000,"Reading, PA",10935
2022-01-01 00:00:00.000,Eastern WV,CITY,81,44,168,139,34,41,41,31,612,25,23,251,31,155,149,266,25,37,51,598,72,7957,2022-01-01 00:00:00.000,Eastern WV,10303
2021-02-01 00:00:00.000,Rhode Island,CITY,53,402,1680,707,1067,801,113,336,2858,100,93,725,203,466,189,1635,211,185,418,3541,576,38654,2021-02-01 00:00:00.000,Rhode Island,52144
2021-08-01 00:00:00.000,Philadelphia,CITY,340,3721,6132,4731,114399,2252,2291,3530,44436,1854,463,12684,3786,6054,9786,24538,3814,3229,6068,80470,7629,381041,2021-08-01 00:00:00.000,Philadelphia,653516
2021-02-01 00:00:00.000,Richmond,CITY,121,766,6261,1210,4921,2442,548,850,5343,236,205,1441,324,1177,465,3676,392,394,538,8433,902,65329,2021-02-01 00:00:00.000,Richmond,97692
2021-03-01 00:00:00.000,Baltimore-Maryland,CITY,226,2796,12533,4003,102487,6803,1234,2968,18553,682,609,7118,1318,3105,1993,10189,1158,1281,1839,49164,2966,143875,2021-03-01 00:00:00.000,Baltimore-Maryland,319563
2021-01-01 00:00:00.000,Greater Williamsport,CITY,84,13,750,32,13,61,9,28,156,6,26,73,5,35,13,55,3,4,4,121,17,1622,2021-01-01 00:00:00.000,Greater Williamsport,2822
2021-09-01 00:00:00.000,Charlottesville-Harrisonburg,CITY,69,316,9249,334,21,179,67,112,1311,66,17,455,84,345,243,222,58,50,88,1682,187,13296,2021-09-01 00:00:00.000,Charlottesville-Harrisonburg,26050
2021-02-01 00:00:00.000,York-Gettysburg,CITY,74,78,693,206,31,119,40,152,894,34,175,546,44,166,77,459,44,80,75,1667,153,8936,2021-02-01 00:00:00.000,York-Gettysburg,13568
2021-05-01 00:00:00.000,Philadelphia,CITY,311,6592,4764,5508,144304,3350,3874,4928,36724,1215,119,9161,3432,6097,7841,24968,2327,2612,3802,72008,5884,361758,2021-05-01 00:00:00.000,Philadelphia,639742
2021-03-01 00:00:00.000,Pittsburgh,CITY,152,1690,18756,1964,9345,6791,385,1740,9682,333,407,4288,905,2174,1225,5906,769,684,867,40494,1637,97262,2021-03-01 00:00:00.000,Pittsburgh,182145
2021-07-01 00:00:00.000,Roanoke,CITY,132,124,387,303,28,35,49,231,1247,46,33,256,57,369,163,636,44,78,107,1241,167,18384,2021-07-01 00:00:00.000,Roanoke,23286
2022-01-01 00:00:00.000,Lehigh Valley,CITY,94,253,814,447,95,201,309,283,3914,152,26,992,210,613,722,2037,233,265,441,3692,588,47760,2022-01-01 00:00:00.000,Lehigh Valley,61328
2021-06-01 00:00:00.000,Boston,CITY,413,6681,56583,6430,124133,2864,3240,5067,45427,1927,417,11385,3660,5534,4948,25240,3067,3747,4818,109299,7535,703347,2021-06-01 00:00:00.000,Boston,1055596
2021-12-01 00:00:00.000,Johnstown-Altoona,CITY,68,38,149,103,15,19,41,51,471,16,4,94,15,137,34,199,18,33,21,367,38,7121,2021-12-01 00:00:00.000,Johnstown-Altoona,8737
2021-07-01 00:00:00.000,Western WV,CITY,59,47,211,82,15,9,10,40,446,13,22,64,11,107,41,175,11,24,26,391,52,3710,2021-07-01 00:00:00.000,Western WV,5250
2021-07-01 00:00:00.000,Lehigh Valley,CITY,110,388,1181,397,96,123,348,461,3705,130,91,857,172,827,757,2082,182,222,287,3769,574,42971,2021-07-01 00:00:00.000,Lehigh Valley,57002
2021-09-01 00:00:00.000,Worcester,CITY,62,391,3358,325,78,81,149,196,1886,107,23,614,114,267,362,331,64,107,140,2541,292,21628,2021-09-01 00:00:00.000,Worcester,31130
2021-02-01 00:00:00.000,Pittsburgh,CITY,119,1156,12795,2046,4430,4962,353,1231,7358,295,495,2787,683,1313,802,5120,652,598,847,26731,1453,72606,2021-02-01 00:00:00.000,Pittsburgh,132413
2021-05-01 00:00:00.000,New Hampshire,CITY,174,265,994,308,126,87,49,218,1439,35,40,456,56,207,281,698,55,79,109,2449,223,20051,2021-05-01 00:00:00.000,New Hampshire,27076
2021-07-01 00:00:00.000,Harrisburg,CITY,70,264,423,425,48,107,88,326,2636,77,28,536,125,496,536,1586,119,213,200,3106,486,36718,2021-07-01 00:00:00.000,Harrisburg,46940
2021-07-01 00:00:00.000,Pittsburgh,CITY,146,1062,16792,1362,7774,773,330,1027,9662,362,239,3130,845,2455,2625,5917,582,765,803,32056,1557,108532,2021-07-01 00:00:00.000,Pittsburgh,182621
2021-10-01 00:00:00.000,Boston,CITY,1618,8032,504779,8921,135466,3209,3744,6006,61850,4798,93,13691,4966,8329,7418,7407,1018,1034,1746,40213,2804,631276,2021-10-01 00:00:00.000,Boston,1307029
2022-01-01 00:00:00.000,Baltimore-Maryland,CITY,388,1378,4986,1980,16026,1318,1274,1387,21632,829,93,5086,1387,3567,3976,11617,1913,1759,1995,32916,2975,272150,2022-01-01 00:00:00.000,Baltimore-Maryland,366971
2021-07-01 00:00:00.000,Eastern WV,CITY,94,40,1027,94,18,24,15,59,436,8,35,135,14,114,156,175,8,20,30,370,56,4203,2021-07-01 00:00:00.000,Eastern WV,6634
2022-01-01 00:00:00.000,Western MA,CITY,41,84,853,206,30,135,56,84,1250,66,12,479,55,242,273,699,125,99,142,1564,180,11682,2022-01-01 00:00:00.000,Western MA,16814
2021-08-01 00:00:00.000,Eastern WV,CITY,85,44,1519,114,35,23,27,43,566,11,40,151,12,145,120,173,21,20,35,504,59,4829,2021-08-01 00:00:00.000,Eastern WV,7934
2021-04-01 00:00:00.000,Eastern Shore,CITY,76,91,467,158,124,58,52,75,593,26,54,163,40,190,49,224,19,25,47,828,78,6132,2021-04-01 00:00:00.000,Eastern Shore,8927
2021-08-01 00:00:00.000,Pittsburgh,CITY,222,1052,7023,1488,20681,881,545,1127,10646,408,275,4589,956,2737,3030,4893,653,735,846,37763,1548,89382,2021-08-01 00:00:00.000,Pittsburgh,170903
2021-02-01 00:00:00.000,Vermont,CITY,108,52,2889,147,33,367,10,49,422,14,45,88,74,80,20,231,16,24,32,437,73,3521,2021-02-01 00:00:00.000,Vermont,7720
2021-10-01 00:00:00.000,Western MA,CITY,103,165,3244,185,43,187,50,168,1344,76,21,423,60,314,301,164,13,26,32,699,57,10513,2021-10-01 00:00:00.000,Western MA,16554
2021-03-01 00:00:00.000,Connecticut,CITY,248,4514,20596,4243,20145,8099,1383,4053,25883,956,622,8838,2160,3266,2246,13967,1529,1690,2335,42283,3979,396928,2021-03-01 00:00:00.000,Connecticut,538884
2021-12-01 00:00:00.000,Vermont,CITY,91,77,814,201,36,135,37,67,774,18,10,314,27,217,174,303,28,24,39,771,59,9610,2021-12-01 00:00:00.000,Vermont,13163
2021-10-01 00:00:00.000,York-Gettysburg,CITY,133,138,668,176,29,55,42,175,1298,65,13,291,28,343,281,144,10,31,32,617,70,16535,2021-10-01 00:00:00.000,York-Gettysburg,20256
2022-01-01 00:00:00.000,New Hampshire,CITY,191,118,784,316,160,153,111,152,1994,69,20,660,106,462,467,846,98,115,145,2398,282,25745,2022-01-01 00:00:00.000,New Hampshire,33598
2021-07-01 00:00:00.000,Greater Williamsport,CITY,108,31,280,50,18,16,7,53,394,7,24,173,6,65,57,133,12,20,28,232,36,3736,2021-07-01 00:00:00.000,Greater Williamsport,5185
2021-01-01 00:00:00.000,Western WV,CITY,28,21,1543,48,6,101,9,29,176,5,37,157,11,61,17,80,12,12,23,381,18,729,2021-01-01 00:00:00.000,Western WV,2661
2021-04-01 00:00:00.000,Delaware,CITY,14,47,830,65,51,83,35,45,291,12,5,69,9,71,38,133,9,19,28,399,33,2880,2021-04-01 00:00:00.000,Delaware,4668
2021-10-01 00:00:00.000,Lehigh Valley,CITY,167,537,1065,486,53,150,273,529,4144,202,21,798,154,931,923,712,49,89,89,1605,215,53824,2021-10-01 00:00:00.000,Lehigh Valley,64412
2021-03-01 00:00:00.000,Greater Maine,CITY,48,33,1386,65,10,64,7,66,280,11,86,177,9,30,24,86,10,18,46,488,43,2737,2021-03-01 00:00:00.000,Greater Maine,5017
2022-01-01 00:00:00.000,Erie,CITY,62,34,165,132,18,32,40,60,669,32,4,203,23,118,134,258,26,49,65,478,85,7675,2022-01-01 00:00:00.000,Erie,9846
2021-06-01 00:00:00.000,Eastern WV,CITY,83,39,355,92,27,20,22,56,399,8,71,98,14,102,75,169,13,26,22,353,43,4240,2021-06-01 00:00:00.000,Eastern WV,5951
2021-05-01 00:00:00.000,New Jersey,CITY,1420,16987,6699,16242,111924,6152,6462,11754,81432,3903,202,17345,8883,12192,9820,47813,4705,5867,7224,125802,13547,1348811,2021-05-01 00:00:00.000,New Jersey,1788622
2021-02-01 00:00:00.000,"Portland, ME",CITY,67,77,2272,248,22,204,15,81,674,17,257,421,80,123,60,299,27,30,57,1011,99,8356,2021-02-01 00:00:00.000,"Portland, ME",13195
2021-10-01 00:00:00.000,Eastern Shore,CITY,116,111,1139,166,63,35,32,79,752,21,36,247,40,168,276,109,8,14,13,342,49,8393,2021-10-01 00:00:00.000,Eastern Shore,11423
2021-10-01 00:00:00.000,Wilkes-Barre Scranton,CITY,163,292,1717,227,24,53,76,205,1962,114,6,359,69,299,356,219,25,36,45,612,73,23109,2021-10-01 00:00:00.000,Wilkes-Barre Scranton,28717
2021-01-01 00:00:00.000,Boston,CITY,530,5483,22585,8341,6025,17248,3697,7320,39626,1522,535,9212,3407,4706,2749,25738,3501,3545,5699,73984,8395,941386,2021-01-01 00:00:00.000,Boston,1156363
2022-01-01 00:00:00.000,Greater Williamsport,CITY,76,19,100,107,8,24,29,38,443,9,1,137,7,46,63,182,17,21,34,297,57,5280,2022-01-01 00:00:00.000,Greater Williamsport,6697
2021-02-01 00:00:00.000,Washington D.C.,CITY,605,9031,32748,11328,16861,20254,4179,9516,56756,2609,726,14876,4618,10174,4913,35508,4680,4402,7677,152725,11233,1044971,2021-02-01 00:00:00.000,Washington D.C.,1391538
2021-04-01 00:00:00.000,Charlottesville-Harrisonburg,CITY,60,180,2736,240,44,365,39,117,859,32,58,410,31,231,127,420,34,41,74,1290,132,14695,2021-04-01 00:00:00.000,Charlottesville-Harrisonburg,20885
2022-01-01 00:00:00.000,New Jersey,CITY,1449,7185,17565,8422,68514,5580,4656,5773,93074,5028,122,19616,8602,10613,10579,46657,7781,6889,7898,128607,13481,1394648,2022-01-01 00:00:00.000,New Jersey,1782741
2021-12-01 00:00:00.000,Hampton Roads,CITY,247,762,507,959,1223,379,795,964,10595,645,10,2123,534,1911,1979,5264,614,714,889,9805,1112,155917,2021-12-01 00:00:00.000,Hampton Roads,191057
2021-01-01 00:00:00.000,Delaware,CITY,10,21,1459,52,12,99,20,33,229,5,19,76,7,44,16,139,11,25,26,314,49,1802,2021-01-01 00:00:00.000,Delaware,3840
2021-08-01 00:00:00.000,"Portland, ME",CITY,155,117,1450,241,57,82,52,120,1197,43,48,392,139,293,153,483,55,46,59,1981,170,13836,2021-08-01 00:00:00.000,"Portland, ME",19927
2021-02-01 00:00:00.000,Greater Williamsport,CITY,54,27,586,40,12,60,8,26,206,9,15,81,4,52,16,79,6,8,14,211,30,1314,2021-02-01 00:00:00.000,Greater Williamsport,2511
2021-05-01 00:00:00.000,Western WV,CITY,52,41,112,72,16,21,18,73,330,12,16,92,7,60,35,102,11,23,17,464,32,2575,2021-05-01 00:00:00.000,Western WV,3864
2021-04-01 00:00:00.000,Vermont,CITY,69,92,3939,128,40,349,21,70,450,7,50,101,43,101,57,265,15,33,28,709,68,5236,2021-04-01 00:00:00.000,Vermont,10610
2022-01-01 00:00:00.000,Vermont,CITY,110,48,896,222,46,153,43,46,837,14,12,272,36,166,172,304,32,38,37,1107,91,9926,2022-01-01 00:00:00.000,Vermont,13797
2022-01-01 00:00:00.000,Delaware,CITY,15,31,140,88,9,30,27,27,464,13,2,92,29,118,75,242,25,34,44,393,67,4946,2022-01-01 00:00:00.000,Delaware,6520
2021-11-01 00:00:00.000,Western MA,CITY,73,91,1132,126,45,149,45,328,1179,78,17,492,55,328,261,186,15,29,24,439,34,8874,2021-11-01 00:00:00.000,Western MA,12738
2021-09-01 00:00:00.000,Greater Maine,CITY,111,66,927,84,11,7,23,56,270,11,11,85,12,69,37,42,12,9,16,265,42,3236,2021-09-01 00:00:00.000,Greater Maine,4998
2022-01-01 00:00:00.000,Johnstown-Altoona,CITY,62,28,303,104,11,40,29,43,472,14,3,133,17,75,52,222,24,31,36,544,72,6700,2022-01-01 00:00:00.000,Johnstown-Altoona,8572
2021-11-01 00:00:00.000,"Lancaster, PA",CITY,16,85,692,167,17,48,55,388,1026,44,27,294,51,279,197,140,13,17,21,383,36,13742,2021-11-01 00:00:00.000,"Lancaster, PA",16721
2021-09-01 00:00:00.000,Rhode Island,CITY,103,675,2290,756,836,124,228,357,4355,231,17,974,327,632,653,857,205,222,370,4798,836,62394,2021-09-01 00:00:00.000,Rhode Island,79286
2021-12-01 00:00:00.000,Greater Williamsport,CITY,83,32,49,81,8,16,42,41,402,9,\N,97,4,73,58,127,13,19,25,161,27,5525,2021-12-01 00:00:00.000,Greater Williamsport,6671
2021-11-01 00:00:00.000,Rhode Island,CITY,72,310,434,666,756,160,145,1131,4757,246,9,990,305,944,657,541,55,80,85,1104,148,65929,2021-11-01 00:00:00.000,Rhode Island,76309
2021-08-01 00:00:00.000,Rhode Island,CITY,80,392,2639,713,1172,126,224,367,4572,166,35,930,274,550,477,1856,223,307,502,4416,755,57985,2021-08-01 00:00:00.000,Rhode Island,75535
2021-06-01 00:00:00.000,Wilkes-Barre Scranton,CITY,99,151,703,216,50,77,71,209,1473,52,29,322,74,284,217,739,75,134,103,1770,216,17184,2021-06-01 00:00:00.000,Wilkes-Barre Scranton,23038
2021-09-01 00:00:00.000,Eastern Shore,CITY,121,155,1178,231,68,46,44,77,856,41,59,289,54,131,335,196,33,46,63,1170,130,9018,2021-09-01 00:00:00.000,Eastern Shore,13411
2021-10-01 00:00:00.000,Rhode Island,CITY,135,540,2741,839,1037,144,219,475,5191,274,12,940,339,899,622,564,63,90,141,1786,264,74060,2021-10-01 00:00:00.000,Rhode Island,88251
2021-04-01 00:00:00.000,Baltimore-Maryland,CITY,293,2933,10245,3494,93678,3952,1566,2879,16869,573,358,6055,1277,3150,3295,10335,1037,1239,1648,44998,2664,185107,2021-04-01 00:00:00.000,Baltimore-Maryland,347745
2021-05-01 00:00:00.000,Boston,CITY,656,9557,14996,8376,119403,3892,2927,5722,41520,1608,133,11697,3425,5119,5258,24053,2949,2855,4494,114572,7316,770937,2021-05-01 00:00:00.000,Boston,1098305
2021-03-01 00:00:00.000,Boston,CITY,487,8997,22620,8912,115383,9546,2580,6713,47873,1685,954,11680,3295,4639,3272,27402,3712,3445,5481,104879,8676,842770,2021-03-01 00:00:00.000,Boston,1179492
2021-04-01 00:00:00.000,Boston,CITY,648,9335,22291,8626,194107,6379,2513,5623,41303,1558,183,11031,3050,4461,5513,24239,3093,3104,4587,114029,7661,831763,2021-04-01 00:00:00.000,Boston,1224165
2021-12-01 00:00:00.000,State College,CITY,3,61,265,141,91,242,25,42,661,35,3,225,40,178,144,215,23,26,67,508,51,7592,2021-12-01 00:00:00.000,State College,10217
2021-05-01 00:00:00.000,Eastern Shore,CITY,111,108,1261,208,151,73,66,85,667,21,75,195,45,217,85,252,18,23,58,1142,86,5886,2021-05-01 00:00:00.000,Eastern Shore,9734
2021-06-01 00:00:00.000,Connecticut,CITY,166,3714,2807,3324,18338,1729,1676,3024,25938,975,171,5830,2253,4040,3610,14033,1409,1984,2355,36461,3710,423069,2021-06-01 00:00:00.000,Connecticut,540402
2021-12-01 00:00:00.000,Greater Maine,CITY,44,20,221,70,10,24,16,31,279,8,12,134,4,82,59,132,9,18,21,231,17,4167,2021-12-01 00:00:00.000,Greater Maine,5339
2021-09-01 00:00:00.000,Connecticut,CITY,496,5505,5549,3671,11645,1412,1762,2480,28061,1392,74,6569,2532,3827,4662,5242,1209,1514,1973,33667,3913,420708,2021-09-01 00:00:00.000,Connecticut,530919
2021-09-01 00:00:00.000,Pittsburgh,CITY,286,1894,8387,1643,20313,824,466,1127,9971,489,127,3577,959,2694,3304,2300,501,633,781,36390,1540,90535,2021-09-01 00:00:00.000,Pittsburgh,169558
2021-07-01 00:00:00.000,Greater Maine,CITY,112,20,426,79,28,9,15,44,250,5,29,82,6,48,20,110,7,14,9,238,25,3048,2021-07-01 00:00:00.000,Greater Maine,4350
2021-08-01 00:00:00.000,Erie,CITY,82,62,1287,110,20,21,23,131,650,25,18,198,29,104,127,217,23,41,43,575,77,6024,2021-08-01 00:00:00.000,Erie,9152
2021-07-01 00:00:00.000,Baltimore-Maryland,CITY,321,1882,2690,2836,21565,862,1033,2165,20149,767,285,4536,1286,3638,3443,11707,1425,1568,1663,28210,3244,260018,2021-07-01 00:00:00.000,Baltimore-Maryland,354952
2021-08-01 00:00:00.000,Connecticut,CITY,263,2789,5637,3610,13079,1414,1728,2661,28996,1008,177,6793,2421,4437,4223,12164,1539,1702,2283,29785,3831,433615,2021-08-01 00:00:00.000,Connecticut,546080
2021-08-01 00:00:00.000,Hampton Roads,CITY,270,973,1696,1384,5876,401,656,1315,11251,544,66,2457,650,1897,2057,4771,562,733,946,13431,1525,141899,2021-08-01 00:00:00.000,Hampton Roads,187001
2021-02-01 00:00:00.000,Roanoke,CITY,90,146,1984,357,36,450,56,162,1026,45,140,457,47,293,116,486,67,60,85,1469,141,13504,2021-02-01 00:00:00.000,Roanoke,19686
2021-10-01 00:00:00.000,Worcester,CITY,120,322,3489,372,169,88,132,249,2197,133,26,630,124,361,389,204,23,34,37,1042,80,25874,2021-10-01 00:00:00.000,Worcester,34138
2021-08-01 00:00:00.000,Worcester,CITY,53,181,1960,292,195,92,171,189,1847,73,39,611,78,310,277,719,97,103,169,2174,298,21081,2021-08-01 00:00:00.000,Worcester,29325
2021-11-01 00:00:00.000,Worcester,CITY,61,167,666,296,124,126,136,516,1917,121,22,749,97,344,395,232,24,33,40,727,49,21757,2021-11-01 00:00:00.000,Worcester,26926
2022-01-01 00:00:00.000,Eastern Shore,CITY,58,32,233,183,40,53,28,41,545,16,15,210,41,139,120,230,35,35,51,594,67,5922,2022-01-01 00:00:00.000,Eastern Shore,8108
2021-04-01 00:00:00.000,Greater Williamsport,CITY,47,44,928,36,24,44,10,35,214,8,12,101,5,25,28,82,10,12,23,284,36,2389,2021-04-01 00:00:00.000,Greater Williamsport,3972
2021-01-01 00:00:00.000,State College,CITY,6,56,425,117,8,76,28,76,361,9,8,82,56,66,20,181,24,21,47,229,70,9736,2021-01-01 00:00:00.000,State College,11444
2021-06-01 00:00:00.000,State College,CITY,3,58,391,77,9,21,15,27,317,11,10,59,22,59,92,122,9,25,33,209,49,6046,2021-06-01 00:00:00.000,State College,7451
2021-03-01 00:00:00.000,"Portland, ME",CITY,89,134,2062,269,35,145,23,171,989,21,222,757,98,173,110,403,42,59,87,1798,185,13599,2021-03-01 00:00:00.000,"Portland, ME",19978
2021-07-01 00:00:00.000,Rhode Island,CITY,82,401,8185,711,1120,128,133,376,4254,140,44,948,260,623,544,2224,250,314,426,4534,749,53023,2021-07-01 00:00:00.000,Rhode Island,75484
2021-02-01 00:00:00.000,Western WV,CITY,34,27,1154,66,16,101,11,31,207,2,19,381,1,17,7,16,\N,4,12,101,5,722,2021-02-01 00:00:00.000,Western WV,2376
2021-10-01 00:00:00.000,"Portland, ME",CITY,180,144,3252,261,31,92,42,138,1181,54,44,510,86,259,299,113,14,20,11,665,37,13935,2021-10-01 00:00:00.000,"Portland, ME",19834
2021-01-01 00:00:00.000,Pittsburgh,CITY,149,1090,10111,1709,2911,3577,805,1102,7766,318,342,3327,914,1483,847,5825,677,755,936,27465,1670,167604,2021-01-01 00:00:00.000,Pittsburgh,227375
2021-11-01 00:00:00.000,Eastern WV,CITY,71,41,57,107,30,33,19,192,575,11,18,180,11,135,117,77,11,10,8,177,19,7242,2021-11-01 00:00:00.000,Eastern WV,8611
2021-10-01 00:00:00.000,New Jersey,CITY,3659,12415,9583,12520,25451,3704,4984,11597,105967,6506,216,18733,8963,12963,11946,13321,1528,2131,1933,41149,4312,1684684,2021-10-01 00:00:00.000,New Jersey,1948097
2021-02-01 00:00:00.000,Western MA,CITY,48,113,3385,147,37,418,23,113,713,21,103,419,21,95,59,345,42,34,97,1237,128,3096,2021-02-01 00:00:00.000,Western MA,8767
2021-07-01 00:00:00.000,Johnstown-Altoona,CITY,75,48,253,93,7,13,21,76,472,10,12,76,16,123,39,220,14,30,31,399,64,7092,2021-07-01 00:00:00.000,Johnstown-Altoona,8901
2021-04-01 00:00:00.000,York-Gettysburg,CITY,83,168,733,187,79,105,71,220,981,38,47,353,57,235,168,589,38,68,101,2356,163,13797,2021-04-01 00:00:00.000,York-Gettysburg,19525
2021-09-01 00:00:00.000,"Lancaster, PA",CITY,9,196,974,194,20,59,84,133,1146,64,16,257,50,236,177,291,50,50,74,1691,181,13939,2021-09-01 00:00:00.000,"Lancaster, PA",18942
2021-06-01 00:00:00.000,Charlottesville-Harrisonburg,CITY,63,107,672,160,40,39,63,104,751,30,47,193,22,180,49,364,24,43,55,884,120,12944,2021-06-01 00:00:00.000,Charlottesville-Harrisonburg,16372
2021-03-01 00:00:00.000,Western WV,CITY,45,33,771,86,28,79,16,71,309,14,78,314,3,37,17,43,9,6,29,501,21,1566,2021-03-01 00:00:00.000,Western WV,3447
2021-10-01 00:00:00.000,Harrisburg,CITY,175,369,740,407,50,112,127,402,3275,137,10,648,144,634,784,465,47,60,62,1331,143,46929,2021-10-01 00:00:00.000,Harrisburg,55095
2021-08-01 00:00:00.000,Delaware,CITY,23,33,337,67,14,20,13,41,397,11,4,85,11,83,34,189,22,34,30,440,72,4598,2021-08-01 00:00:00.000,Delaware,6267
2021-04-01 00:00:00.000,Pittsburgh,CITY,143,1623,18185,1783,8182,6200,371,1347,7814,254,279,3649,777,2049,2134,4864,598,599,810,34020,1267,107620,2021-04-01 00:00:00.000,Pittsburgh,182146
2021-02-01 00:00:00.000,Lehigh Valley,CITY,49,267,4226,375,149,1066,214,312,2055,107,354,1081,106,396,271,1150,132,125,257,3844,401,14070,2021-02-01 00:00:00.000,Lehigh Valley,27216
2021-02-01 00:00:00.000,Philadelphia,CITY,184,4039,20483,4674,24350,17077,2371,4478,32436,1417,909,9427,3611,5608,2867,24478,2827,2763,4306,83335,6237,225354,2021-02-01 00:00:00.000,Philadelphia,428596
2021-10-01 00:00:00.000,Vermont,CITY,171,92,5770,212,25,151,30,109,905,34,17,258,52,276,366,49,10,5,7,335,29,8051,2021-10-01 00:00:00.000,Vermont,15508
2022-01-01 00:00:00.000,Rhode Island,CITY,60,323,1009,728,1414,265,213,213,4841,212,9,1274,308,639,620,2470,336,342,573,4612,858,63167,2022-01-01 00:00:00.000,Rhode Island,80239
2021-07-01 00:00:00.000,"Portland, ME",CITY,151,109,921,247,55,60,48,118,1043,41,66,319,163,289,184,591,42,58,80,1718,164,14446,2021-07-01 00:00:00.000,"Portland, ME",19847
2021-05-01 00:00:00.000,Greater Williamsport,CITY,67,49,318,44,15,17,3,66,239,12,13,86,6,47,24,103,7,15,15,245,27,2834,2021-05-01 00:00:00.000,Greater Williamsport,3986
